NU_CONTRATO;CO_PRODUTO;CO_UNIDADE;VR_EXPOSICAO;VR_PROVISAO;QT_DIAS_ATRASO
00000000000000000038;2140;453;20097,35;0;2
00000000000000000039;2140;360;0;0;2
00000000000000000040;2140;659;50243,38;0;2
00000000000000000041;2140;565;50243,38;0;2
00000000000000000042;2140;299;50316,51;0;2
00000000000000000043;2140;4110;47530,24;0;2
00000000000000000044;2140;71;50243,38;0;2
00000000000000000045;2140;1612;50243,38;0;2
00000000000000000046;2140;1564;45922,45;0;2
00000000000000000047;2140;4113;27247,99;0;2
00000000000000000048;2140;3131;50349,05;0;2
00000000000000000049;2140;2234;50032,45;0;2
00000000000000000050;2140;4063;35341,56;0;2
00000000000000000001;2539;203;13525,26;13525,26;260
00000000000000000002;2539;1691;13541;13541;331
00000000000000000003;2539;1765;5317,8;26,59;0
00000000000000000004;2539;1207;5908,36;29,54;2
00000000000000000005;2539;1334;19181,41;5754,42;102
00000000000000000006;2539;4047;12743,9;12743,9;782
00000000000000000007;2539;354;13598,97;407,97;57
00000000000000000008;2539;2158;0;0;2
00000000000000000009;2539;1551;15382,83;76,91;2
00000000000000000010;2539;1567;11236,62;56,18;2
00000000000000000011;2539;490;5128,84;5128,84;252
00000000000000000012;2539;4031;719,64;719,64;930
00000000000000000013;2539;235;4690,42;4690,42;0
00000000000000000014;2539;2;16139;80,7;0
00000000000000000015;2539;381;5701,62;28,51;2
00000000000000000016;2539;4121;12403,76;12403,76;381
00000000000000000017;2539;4088;8273,98;8273,98;356
00000000000000000018;2539;245;6293,82;6293,82;889
00000000000000000019;2539;1639;1717,36;1202,15;0
00000000000000000020;2539;235;13073,86;13073,86;266
00000000000000000021;2539;3866;11085,32;55,43;0
00000000000000000022;2539;4341;1643,35;8,22;0
00000000000000000023;2539;236;10711,91;53,56;0
00000000000000000024;2539;2155;5447,57;163,43;53
00000000000000000025;2539;235;10522,8;52,61;2
00000000000000000026;2539;430;15128,03;15128,03;509
00000000000000000027;2539;490;14618,22;14618,22;503
00000000000000000028;2539;3086;11558,82;57,79;0
00000000000000000029;2539;642;4275,96;21,38;0
00000000000000000030;2539;4049;12945,15;12945,15;979
00000000000000000031;2539;1367;15747,32;15747,32;240
00000000000000000032;2539;1639;1018,55;5,09;0
00000000000000000033;2539;1340;2780,54;13,9;2
00000000000000000034;2539;4946;10074,74;10074,74;472
00000000000000000035;2539;430;12617,8;63,09;2
00000000000000000036;2539;2;15697,8;78,49;2
00000000000000000037;2539;518;10112,29;10112,29;305
00000000000000000038;2539;81;1276,22;382,87;109
00000000000000000039;2539;605;1935,42;1935,42;225
00000000000000000040;2539;4152;5929,28;29,65;2
00000000000000000041;2539;3553;5452,94;5452,94;392
00000000000000000042;2539;81;3025,54;3025,54;447
00000000000000000043;2539;45;11121,49;11121,49;419
00000000000000000044;2539;3451;10342,19;10342,19;379
00000000000000000045;2539;3124;3727,23;3727,23;587
00000000000000000046;2539;235;14652,87;14652,87;318
00000000000000000047;2539;248;9526,44;47,63;2
00000000000000000048;2539;4051;2391,95;2391,95;381
00000000000000000049;2539;1596;8752,61;8752,61;963
00000000000000000050;2539;245;2041,61;2041,61;228
00000000000000000001;2540;4567;1056,55;1056,55;2082
00000000000000000002;2540;3192;808,82;808,82;1883
00000000000000000003;2540;1053;1678,51;1678,51;1722
00000000000000000004;2540;4008;636,42;636,42;981
00000000000000000005;2540;49;10328,79;10328,79;1319
00000000000000000006;2540;3147;1080,85;1080,85;1371
00000000000000000007;2540;1385;4326,6;4326,6;1505
00000000000000000008;2540;1537;2026,9;2026,9;1970
00000000000000000009;2540;474;1325,31;6,63;0
00000000000000000010;2540;4071;921,56;921,56;1651
00000000000000000011;2540;1651;0;0;0
00000000000000000012;2540;693;324,49;324,49;1026
00000000000000000013;2540;3530;3732,36;3732,36;1528
00000000000000000014;2540;3320;7420,46;7420,46;1438
00000000000000000015;2540;4368;1511,45;1511,45;1289
00000000000000000016;2540;3739;324,48;324,48;529
00000000000000000017;2540;4355;11991,27;11991,27;1843
00000000000000000018;2540;866;7122,92;7122,92;736
00000000000000000019;2540;2035;2056,27;2056,27;1116
00000000000000000020;2540;3490;5556,7;27,78;2
00000000000000000021;2540;365;3820,22;3820,22;1944
00000000000000000022;2540;464;1056,67;1056,67;2022
00000000000000000023;2540;491;1854;1854;1984
00000000000000000024;2540;1141;2835,32;2835,32;1576
00000000000000000025;2540;1902;3023,99;3023,99;1979
00000000000000000026;2540;79;2608,21;2608,21;1587
00000000000000000027;2540;526;318,31;318,31;1368
00000000000000000028;2540;2988;2565,54;2565,54;1270
00000000000000000029;2540;3201;4044,02;20,22;2
00000000000000000030;2540;4650;1762,89;1762,89;1843
00000000000000000031;2540;3586;3304,63;3304,63;1509
00000000000000000032;2540;4537;2565,55;2565,55;1130
00000000000000000033;2540;495;1064,68;1064,68;1952
00000000000000000034;2540;705;3714,47;3714,47;1717
00000000000000000035;2540;2218;2782,95;2782,95;1556
00000000000000000036;2540;64;2339,65;2339,65;1316
00000000000000000037;2540;1578;1287,5;1287,5;1752
00000000000000000038;2540;3887;1812,82;1812,82;1759
00000000000000000039;2540;345;3021,63;3021,63;2086
00000000000000000040;2540;944;1214,35;1214,35;1869
00000000000000000041;2540;370;887,17;887,17;2039
00000000000000000042;2540;2525;3258,92;3258,92;2121
00000000000000000043;2540;29;2397,78;2397,78;1941
00000000000000000044;2540;4121;2350,5;2350,5;1960
00000000000000000045;2540;4039;1757,71;1757,71;2218
00000000000000000046;2540;3866;3431,71;3431,71;966
00000000000000000047;2540;503;1194,2;1194,2;1824
00000000000000000048;2540;466;547,6;547,6;1995
00000000000000000049;2540;4212;324,48;324,48;1086
00000000000000000050;2540;389;1727,04;1727,04;2231
00000000000000000001;2542;2519;20246,44;80,99;0
00000000000000000002;2542;3452;12134,73;48,54;0
00000000000000000003;2542;1603;15148,66;60,59;0
00000000000000000004;2542;2419;16189,61;64,76;0
00000000000000000005;2542;3150;20246,44;80,99;0
00000000000000000006;2542;3430;20233,29;80,93;0
00000000000000000007;2542;420;20246,44;80,99;0
00000000000000000008;2542;3547;20246,44;80,99;0
00000000000000000009;2542;216;20246,55;80,99;0
00000000000000000010;2542;2881;8584,87;34,34;0
00000000000000000011;2542;3634;11135,58;44,54;0
00000000000000000012;2542;2955;20246,44;80,99;0
00000000000000000013;2542;2553;20246,44;80,99;0
00000000000000000014;2542;2910;15149,8;60,6;0
00000000000000000015;2542;120;12746,54;50,99;0
00000000000000000016;2542;464;15184,82;60,74;0
00000000000000000017;2542;1584;20199,73;80,8;0
00000000000000000018;2542;1875;20246,44;80,99;0
00000000000000000019;2542;707;10099,86;40,4;0
00000000000000000020;2542;2278;9718,29;38,87;0
00000000000000000021;2542;421;20233,29;80,93;0
00000000000000000022;2542;3966;20244,22;80,98;0
00000000000000000023;2542;1031;20246,44;80,99;0
00000000000000000024;2542;47;16934,35;67,74;0
00000000000000000025;2542;4211;8089,26;32,36;0
00000000000000000026;2542;1537;20246,44;80,99;0
00000000000000000027;2542;4068;10099,86;40,4;0
00000000000000000028;2542;2182;15037,98;60,15;0
00000000000000000029;2542;4073;12140,86;48,56;0
00000000000000000030;2542;760;20245,85;80,98;0
00000000000000000031;2542;141;11837,36;47,35;0
00000000000000000032;2542;4097;16793,04;67,17;0
00000000000000000033;2542;756;20246,44;80,99;0
00000000000000000034;2542;1982;20246,44;80,99;0
00000000000000000035;2542;3866;17400,7;69,6;0
00000000000000000036;2542;4074;9594,85;38,38;0
00000000000000000037;2542;2089;12458,14;49,83;0
00000000000000000038;2542;1531;20246,44;80,99;0
00000000000000000039;2542;1031;11337,99;45,35;0
00000000000000000040;2542;4770;20246,44;80,99;0
00000000000000000041;2542;389;20246,44;80,99;0
00000000000000000042;2542;2437;6064,07;24,26;0
00000000000000000043;2542;82;20232,59;80,93;0
00000000000000000044;2542;1926;20235,5;80,94;0
00000000000000000045;2542;2464;20233,29;80,93;0
00000000000000000046;2542;342;20246,44;80,99;0
00000000000000000047;2542;1069;13151,16;52,6;0
00000000000000000048;2542;569;12114,6;48,46;0
00000000000000000049;2542;763;20246,44;80,99;0
00000000000000000050;2542;15;20246,44;80,99;0
00000000000000000001;3001;238;7770655,8;19426,64;0
00000000000000000002;3001;238;0;0;0
00000000000000000003;3001;238;1182779,27;25382,44;0
00000000000000000004;3001;238;618298,91;2473,2;0
00000000000000000005;3001;238;0;0;0
00000000000000000006;3001;238;2587796,61;6469,49;0
00000000000000000007;3001;238;365510,09;12255,55;0
00000000000000000008;3001;238;5163194,04;110802,14;0
00000000000000000009;3001;238;1724867,1;37015,65;0
00000000000000000010;3001;238;490706,32;490706,32;352
00000000000000000011;3001;238;20015582,03;671122,47;0
00000000000000000012;3001;238;45556394,24;0;0
00000000000000000013;3001;238;144544,23;8315,63;0
00000000000000000014;3001;238;1201626,45;25786,9;0
00000000000000000015;3001;238;926492,84;13545,33;0
00000000000000000016;3001;238;257533,49;515,07;0
00000000000000000017;3001;238;1874032,42;131632,04;0
00000000000000000018;3001;238;642398,14;2569,59;0
00000000000000000019;3001;238;2792123,83;160630,88;0
00000000000000000020;3001;238;23812,5;262,18;0
00000000000000000021;3001;238;2295137,78;161210,48;0
00000000000000000022;3001;238;1983819,3;42572,76;0
00000000000000000023;3001;238;1057904,26;19084,59;0
00000000000000000024;3001;238;2199010,15;16492,58;0
00000000000000000025;3001;238;82934,7;1779,78;0
00000000000000000026;3001;238;1088449,15;4353,8;0
00000000000000000027;3001;238;1165012,74;39062,88;0
00000000000000000028;3001;238;2914815,82;97733,77;0
00000000000000000029;3001;238;16088,39;32,18;0
00000000000000000030;3001;238;278934,13;139467,07;0
00000000000000000031;3001;238;1008777,01;74417,48;0
00000000000000000032;3001;238;1317740,24;1317740,24;51
00000000000000000033;3001;238;4288746,09;10721,87;0
00000000000000000034;3001;238;336960,45;336960,45;310
00000000000000000035;3001;238;189995,32;189995,32;227
00000000000000000036;3001;238;450267,96;33216,27;0
00000000000000000037;3001;238;11333739,8;85003,05;0
00000000000000000038;3001;238;1212246,67;89427,44;0
00000000000000000039;3001;238;813914,27;81391,43;0
00000000000000000040;3001;238;312618,56;4570,48;0
00000000000000000041;3001;238;1406356,17;20560,93;0
00000000000000000042;3001;238;234761,72;2584,73;0
00000000000000000043;3001;238;828727,51;828727,51;384
00000000000000000044;3001;238;5595795,76;13989,49;0
00000000000000000045;3001;238;5457947,08;60092;0
00000000000000000046;3001;238;191767,53;191767,53;163
00000000000000000047;3001;238;2200105,39;33507,61;0
00000000000000000048;3001;238;434769,03;434769,03;0
00000000000000000049;3001;238;4134956,68;10337,39;0
00000000000000000050;3001;238;2625432,21;28906,01;0
00000000000000000001;3027;22;176714,88;176714,88;843
00000000000000000002;3027;1765;167971,99;167971,99;2039
00000000000000000003;3027;3630;107469,23;107469,23;716
00000000000000000004;3027;3132;57577,01;57577,01;2021
00000000000000000005;3027;109;116244,26;116244,26;2014
00000000000000000006;3027;252;979622,63;979622,63;1808
00000000000000000007;3027;121;5332120,22;5332120,22;1418
00000000000000000008;3027;2016;405748,92;405748,92;1663
00000000000000000009;3027;2512;577462,7;577462,7;535
00000000000000000010;3027;2515;155722,32;155722,32;1019
00000000000000000011;3027;131;48139,33;48139,33;1311
00000000000000000012;3027;407;92751,76;92751,76;1808
00000000000000000013;3027;3630;98668,16;98668,16;786
00000000000000000014;3027;725;172297,01;172297,01;1304
00000000000000000015;3027;143;115275,98;115275,98;1766
00000000000000000016;3027;109;108019,69;108019,69;2056
00000000000000000017;3027;3630;98613,2;98613,2;786
00000000000000000018;3027;2512;608252,63;608252,63;580
00000000000000000019;3027;1660;135445,01;135445,01;1899
00000000000000000020;3027;22;81065,99;81065,99;822
00000000000000000021;3027;2515;204910,16;204910,16;1724
00000000000000000022;3027;155;582196,38;582196,38;1839
00000000000000000023;3027;3630;92335,01;92335,01;796
00000000000000000024;3027;488;514736,88;514736,88;1801
00000000000000000025;3027;22;220520,25;220520,25;989
00000000000000000026;3027;2016;700755,66;700755,66;1927
00000000000000000027;3027;22;289877,39;289877,39;1004
00000000000000000028;3027;2515;682941,17;682941,17;723
00000000000000000029;3027;2016;78836,72;78836,72;1082
00000000000000000030;3027;2016;228178,92;228178,92;1994
00000000000000000031;3027;156;2397615,55;2397615,55;398
00000000000000000032;3027;22;225377,55;225377,55;1003
00000000000000000033;3027;3337;4660842,63;4660842,63;878
00000000000000000034;3027;291;638307,26;638307,26;1556
00000000000000000035;3027;423;599739,19;599739,19;1986
00000000000000000036;3027;171;68331,21;68331,21;1374
00000000000000000037;3027;2515;1242082,67;1242082,67;758
00000000000000000038;3027;885;1987226,45;1987226,45;1833
00000000000000000039;3027;286;405799,32;405799,32;1892
00000000000000000040;3027;3630;156902,5;156902,5;843
00000000000000000041;3027;171;252838,61;252838,61;1503
00000000000000000042;3027;2016;380957,16;380957,16;921
00000000000000000043;3027;2515;1430959,59;1430959,59;730
00000000000000000044;3027;407;82911,97;82911,97;1535
00000000000000000045;3027;2016;78445,03;78445,03;982
00000000000000000046;3027;35;744290,1;744290,1;1882
00000000000000000047;3027;3634;12477507,54;12477507,54;1367
00000000000000000048;3027;2996;1006608,81;1006608,81;571
00000000000000000049;3027;156;3973264,53;3973264,53;401
00000000000000000050;3027;3229;1096321,45;1096321,45;1811
00000000000000000001;3030;4239;11606158,35;116061,58;0
00000000000000000002;3030;390;5844691,65;58446,92;0
00000000000000000003;3030;4239;580307,92;5803,08;0
00000000000000000004;3030;1979;1781074,13;17810,74;0
00000000000000000005;3030;4259;35250386,17;352503,86;0
00000000000000000006;3030;4256;58827389,99;588273,9;0
00000000000000000007;3030;2515;0;0;0
00000000000000000008;3030;4251;31528921,5;315289,22;0
00000000000000000009;3030;2515;4281780,09;42817,8;0
00000000000000000010;3030;4258;0;0;0
00000000000000000011;3030;1908;2027028,52;20270,29;0
00000000000000000012;3030;4356;1028891,98;10288,92;0
00000000000000000013;3030;691;1667018,81;16670,19;21
00000000000000000014;3030;2967;2604283,75;260428,38;0
00000000000000000015;3030;4239;2998257,58;29982,58;0
00000000000000000016;3030;4264;0;0;0
00000000000000000017;3030;2515;2526123,94;25261,24;0
00000000000000000018;3030;705;1795372,6;17953,73;0
00000000000000000019;3030;70;14199037,94;141990,38;0
00000000000000000020;3030;1830;257634,08;2576,34;0
00000000000000000021;3030;4250;14562468,5;145624,69;0
00000000000000000022;3030;4314;34137236,86;341372,37;0
00000000000000000023;3030;4249;16780471,6;167804,72;0
00000000000000000024;3030;324;3126222,85;31262,23;0
00000000000000000025;3030;400;23794908,92;237949,09;0
00000000000000000026;3030;4317;6842616,69;68426,17;0
00000000000000000027;3030;3104;22966732,7;229667,33;0
00000000000000000028;3030;4248;5483817,12;54838,17;0
00000000000000000029;3030;4248;4495786,92;44957,87;0
00000000000000000030;3030;4317;6267210,45;62672,1;0
00000000000000000031;3030;4257;68368058,42;683680,58;0
00000000000000000032;3030;4239;32035018,28;320350,18;21
00000000000000000033;3030;3094;7690045,42;76900,45;0
00000000000000000034;3030;4262;4684255,89;46842,56;0
00000000000000000035;3030;1961;2181535,46;21815,35;0
00000000000000000036;3030;4259;24958251,07;249582,51;0
00000000000000000037;3030;4315;12775604,86;127756,05;0
00000000000000000038;3030;4293;6010076,91;60100,77;0
00000000000000000039;3030;4259;7239509,42;72395,09;0
00000000000000000040;3030;80;7697109,23;76971,09;0
00000000000000000041;3030;314;3207747,74;32077,48;0
00000000000000000042;3030;4248;12045657,58;120456,58;0
00000000000000000043;3030;4239;3698495,79;36984,96;0
00000000000000000044;3030;4285;16806684,47;168066,84;0
00000000000000000045;3030;4260;13430920,76;134309,21;21
00000000000000000046;3030;250;34461820,51;344618,21;0
00000000000000000047;3030;1901;115149,92;1151,5;0
00000000000000000048;3030;4248;5367848,24;53678,48;0
00000000000000000049;3030;279;3559176,22;35591,76;0
00000000000000000050;3030;380;993997,3;9939,97;21
00000000000000000001;3139;710;0;0;0
00000000000000000002;3139;2008;5200,93;5200,93;2296
00000000000000000003;3139;250;4870,86;4870,86;1979
00000000000000000004;3139;1606;3069;3069;1591
00000000000000000005;3139;1550;2318,21;2318,21;1803
00000000000000000006;3139;68;5717,85;5717,85;2227
00000000000000000007;3139;2002;4396,62;4396,62;2341
00000000000000000008;3139;1820;74,12;74,12;1027
00000000000000000009;3139;296;2215,99;2215,99;1842
00000000000000000010;3139;2086;5424,56;5424,56;2077
00000000000000000011;3139;4915;5186,31;5186,31;2150
00000000000000000012;3139;1611;5606,89;5606,89;2266
00000000000000000013;3139;2897;5203,84;5203,84;2397
00000000000000000014;3139;2002;110,08;110,08;1378
00000000000000000015;3139;886;4043,34;4043,34;2006
00000000000000000016;3139;3102;2138,99;2138,99;1319
00000000000000000017;3139;1757;491,44;491,44;1872
00000000000000000018;3139;633;4742,53;4742,53;2042
00000000000000000019;3139;1153;1775,42;1775,42;2447
00000000000000000020;3139;96;5660,59;5660,59;2517
00000000000000000021;3139;701;409,85;409,85;1279
00000000000000000022;3139;125;1659,27;1659,27;1068
00000000000000000023;3139;350;4534,66;4534,66;1985
00000000000000000024;3139;3183;4981,5;4981,5;2477
00000000000000000025;3139;1382;117,53;117,53;1898
00000000000000000026;3139;944;5087,28;5087,28;2009
00000000000000000027;3139;51;6146,86;6146,86;1745
00000000000000000028;3139;562;3804,63;3804,63;2279
00000000000000000029;3139;916;5611,28;5611,28;2165
00000000000000000030;3139;4475;2030,14;2030,14;2181
00000000000000000031;3139;4915;10483,77;10483,77;2573
00000000000000000032;3139;766;1325,45;1325,45;2481
00000000000000000033;3139;530;5659,84;5659,84;2293
00000000000000000034;3139;51;1414,96;1414,96;1490
00000000000000000035;3139;4371;289,5;289,5;2142
00000000000000000036;3139;2295;1840,92;1840,92;1395
00000000000000000037;3139;32;5265,63;5265,63;2727
00000000000000000038;3139;1127;5686,72;5686,72;2019
00000000000000000039;3139;1012;1869,79;1869,79;1749
00000000000000000040;3139;127;8467,48;8467,48;2606
00000000000000000041;3139;4446;4489,69;4489,69;1966
00000000000000000042;3139;713;3195,63;3195,63;1974
00000000000000000043;3139;2004;2727,4;2727,4;2089
00000000000000000044;3139;1334;1151,33;1151,33;1272
00000000000000000045;3139;705;3254,84;3254,84;2246
00000000000000000046;3139;916;5351,11;5351,11;2482
00000000000000000047;3139;627;8456,49;8456,49;2198
00000000000000000048;3139;639;5265,7;5265,7;2513
00000000000000000049;3139;812;5694,94;5694,94;2101
00000000000000000050;3139;4113;5189,9;5189,9;2712
00000000000000000001;3145;1590;650537;650537;2056
00000000000000000001;3162;1979;0;0;0
00000000000000000002;3162;1979;0;0;0
00000000000000000001;4015;198;248947,25;248947,25;3304
00000000000000000002;4015;637;205,28;0;0
00000000000000000003;4015;198;0;0;0
00000000000000000001;4016;348;992040,42;4960,2;0
00000000000000000002;4016;35;558428,51;2792,14;0
00000000000000000003;4016;22;27985223,19;139926,12;0
00000000000000000004;4016;2525;477652,65;2388,26;0
00000000000000000005;4016;1521;14436,65;72,18;0
00000000000000000006;4016;2525;1714249,9;8571,25;0
00000000000000000007;4016;2525;1576555,59;7882,78;0
00000000000000000008;4016;2525;1071606,68;5358,03;0
00000000000000000009;4016;3351;45929,87;229,65;0
00000000000000000010;4016;4064;18762508,72;93812,54;0
00000000000000000011;4016;3153;882556,48;4412,78;0
00000000000000000012;4016;892;603199,05;3016;0
00000000000000000013;4016;341;244059,71;1220,3;0
00000000000000000014;4016;346;1682608,57;8413,04;0
00000000000000000015;4016;1294;123511272,14;617556,36;28
00000000000000000016;4016;346;0;0;0
00000000000000000017;4016;935;24186742,47;120933,71;0
00000000000000000018;4016;2510;36444306,43;182221,53;0
00000000000000000019;4016;3351;22183,14;110,92;0
00000000000000000020;4016;2525;913718,13;4568,59;0
00000000000000000021;4016;534;282738,15;1413,69;0
00000000000000000022;4016;919;43938344,35;219691,72;0
00000000000000000023;4016;4064;8286004,52;41430,02;0
00000000000000000024;4016;29;15509799,94;77549;0
00000000000000000025;4016;31;732612,29;3663,06;0
00000000000000000026;4016;3153;13485908,09;67429,54;0
00000000000000000027;4016;35;35027,83;175,14;0
00000000000000000028;4016;2525;397137,49;1985,69;0
00000000000000000029;4016;4064;18128710,44;90643,55;0
00000000000000000030;4016;1909;13487097,89;67435,49;0
00000000000000000031;4016;3351;299708,89;1498,54;0
00000000000000000032;4016;36;198150,2;990,75;0
00000000000000000033;4016;3351;71344,78;356,72;0
00000000000000000034;4016;2;104463888,52;522319,44;0
00000000000000000035;4016;2820;0;0;0
00000000000000000036;4016;56;8015056,77;40075,28;0
00000000000000000037;4016;935;20915655,83;104578,28;0
00000000000000000038;4016;346;39896264,97;199481,32;0
00000000000000000039;4016;59;16886523,27;84432,62;0
00000000000000000040;4016;1294;60341796,39;301708,98;0
00000000000000000041;4016;2;99921425,83;499607,13;0
00000000000000000042;4016;2525;542989,57;2714,95;0
00000000000000000043;4016;36;731330,71;3656,65;0
00000000000000000044;4016;4064;5844107;29220,54;0
00000000000000000045;4016;3351;135985,38;679,93;0
00000000000000000046;4016;238;4588267,51;495899,95;0
00000000000000000047;4016;173;686969,94;3434,85;0
00000000000000000048;4016;36;1166323,61;5831,62;0
00000000000000000049;4016;935;3454866,65;17274,33;0
00000000000000000050;4016;919;798408,04;3992,04;0
00000000000000000001;4097;1575;1920782354,83;0;0
00000000000000000002;4097;29;0,11;0;0
00000000000000000003;4097;199;1386558443,39;0;6
00000000000000000004;4097;2834;3107440330,71;932232,1;0
00000000000000000005;4097;3153;11337942,73;56689,71;0
00000000000000000001;4099;530;54151,35;54151,35;8250
00000000000000000001;4108;812;3,22;0,02;0
00000000000000000002;4108;1018;0;0;0
00000000000000000003;4108;672;0;0;0
00000000000000000004;4108;2969;0;0;0
00000000000000000005;4108;1016;222,49;6,67;0
00000000000000000006;4108;2911;0;0;0
00000000000000000007;4108;369;0;0;0
00000000000000000008;4108;61;0;0;0
00000000000000000009;4108;409;6452,44;645,24;0
00000000000000000010;4108;605;159313,69;159313,69;4932
00000000000000000011;4108;501;139,71;1,4;0
00000000000000000012;4108;61;0;0;0
00000000000000000013;4108;3124;13403,24;67,02;0
00000000000000000001;4110;198;0;0;0
00000000000000000002;4110;198;0;0;0
00000000000000000001;4114;637;0;0;0
00000000000000000001;4115;2211;0;0;0
00000000000000000002;4115;2075;0;0;0
00000000000000000003;4115;1679;0;0;0
00000000000000000004;4115;357;0;0;0
00000000000000000001;4119;84;0;0;0
00000000000000000002;4119;31;0;0;0
00000000000000000003;4119;2004;0;0;0
00000000000000000004;4119;1457;0;0;0
00000000000000000005;4119;425;0;0;0
00000000000000000006;4119;1457;0;0;0
00000000000000000007;4119;41;0;0;0
00000000000000000008;4119;167;0;0;0
00000000000000000009;4119;668;0;0;0
00000000000000000010;4119;161;0;0;0
00000000000000000011;4119;167;0;0;0
00000000000000000012;4119;81;0;0;0
00000000000000000013;4119;84;0;0;0
00000000000000000014;4119;2;0;0;0
00000000000000000015;4119;161;0;0;0
00000000000000000016;4119;81;0;0;0
00000000000000000017;4119;36;0;0;0
00000000000000000018;4119;415;0;0;0
00000000000000000019;4119;167;0;0;0
00000000000000000020;4119;50;0;0;0
00000000000000000021;4119;1230;0;0;0
00000000000000000022;4119;41;0;0;0
00000000000000000023;4119;167;0;0;0
00000000000000000024;4119;84;0;0;0
00000000000000000025;4119;50;0;0;0
00000000000000000026;4119;50;0;0;0
00000000000000000027;4119;198;0;0;0
00000000000000000028;4119;2;0;0;0
00000000000000000029;4119;296;0;0;0
00000000000000000030;4119;281;0;0;0
00000000000000000031;4119;161;0;0;0
00000000000000000032;4119;35;0;0;0
00000000000000000033;4119;31;0;0;0
00000000000000000034;4119;898;0;0;0
00000000000000000035;4119;1573;0;0;0
00000000000000000036;4119;2;0;0;0
00000000000000000037;4119;161;0;0;0
00000000000000000038;4119;416;0;0;0
00000000000000000039;4119;316;0;0;0
00000000000000000040;4119;167;0;0;0
00000000000000000041;4119;84;0;0;0
00000000000000000042;4119;61;0;0;0
00000000000000000043;4119;161;0;0;0
00000000000000000044;4119;36;0;0;0
00000000000000000045;4119;238;0;0;0
00000000000000000046;4119;2;0;0;0
00000000000000000047;4119;368;0;0;0
00000000000000000048;4119;198;0;0;0
00000000000000000049;4119;84;0;0;0
00000000000000000050;4119;198;0;0;0
00000000000000000001;4123;198;0;0;0
00000000000000000001;4124;238;0;0;0
00000000000000000002;4124;269;0;0;0
00000000000000000003;4124;238;0;0;0
00000000000000000001;4125;1294;0;0;0
00000000000000000001;4127;4992;15,88;0,48;0
00000000000000000002;4127;4992;802302,51;4011,51;0
00000000000000000003;4127;661;34,38;0,34;1
00000000000000000004;4127;4992;1909591,53;19095,92;0
00000000000000000005;4127;4992;32,15;0,16;0
00000000000000000006;4127;4095;33,89;0,34;1
00000000000000000007;4127;854;32,48;0,32;0
00000000000000000008;4127;340;189199,87;0;0
00000000000000000009;4127;575;4135642,31;124069,27;0
00000000000000000010;4127;3154;769238,64;3846,19;0
00000000000000000011;4127;4253;95523,1;477,62;0
00000000000000000012;4127;4992;5192096,43;155762,89;0
00000000000000000013;4127;4992;0,53;0;0
00000000000000000014;4127;2954;5459259,16;545925,92;0
00000000000000000015;4127;2037;2977655,71;89329,67;0
00000000000000000016;4127;2978;0,72;0,01;0
00000000000000000017;4127;2753;149211,8;746,06;0
00000000000000000018;4127;2255;1,41;0,01;0
00000000000000000019;4127;4992;17,13;0,17;0
00000000000000000020;4127;3094;0;0;0
00000000000000000021;4127;4992;3055595,68;91667,87;0
00000000000000000022;4127;1033;55107,04;551,07;0
00000000000000000023;4127;4992;2505,35;25,05;0
00000000000000000024;4127;4992;19841,82;99,21;0
00000000000000000025;4127;4992;24,29;0,12;0
00000000000000000026;4127;4992;9,98;0,05;0
00000000000000000027;4127;141;564683,85;2823,42;0
00000000000000000028;4127;1910;27637,21;276,37;1
00000000000000000029;4127;4240;1578462,21;15784,62;0
00000000000000000030;4127;1360;524488,19;1311,22;0
00000000000000000031;4127;4992;5126025,47;51260,25;0
00000000000000000032;4127;1897;0,43;0;0
00000000000000000033;4127;2725;35429,33;354,29;0
00000000000000000034;4127;4992;3523960,28;35239,6;0
00000000000000000035;4127;538;0,45;0;0
00000000000000000036;4127;326;8954332,54;89543,33;0
00000000000000000037;4127;2405;769682,58;76968,26;24
00000000000000000038;4127;228;0;0;0
00000000000000000039;4127;342;94939,53;949,4;0
00000000000000000040;4127;59;237730;13676,61;0
00000000000000000041;4127;4103;907788,63;9077,89;1
00000000000000000042;4127;4992;1613749,64;16137,5;0
00000000000000000043;4127;4992;0;0;0
00000000000000000044;4127;3872;0,91;0;0
00000000000000000045;4127;1584;0,45;0;0
00000000000000000046;4127;251;57809,23;578,09;0
00000000000000000047;4127;33;445279,2;445279,2;2576
00000000000000000048;4127;4679;827358,79;8273,59;0
00000000000000000049;4127;2197;728944,22;7289,44;0
00000000000000000050;4127;1187;1400931,62;80595,6;3
00000000000000000001;4129;2392;237596,43;237596,43;4293
00000000000000000002;4129;4144;0;0;0
00000000000000000003;4129;241;50,67;1,52;0
00000000000000000004;4129;446;14,86;0,45;0
00000000000000000005;4129;184;0;0;0
00000000000000000001;4130;1956;0;0;0
00000000000000000001;4133;238;0;0;0
00000000000000000001;4138;783;386325,58;11589,77;0
00000000000000000002;4138;534;12362,75;61,81;0
00000000000000000001;4142;428;0,01;0;0
00000000000000000002;4142;17;0;0;0
00000000000000000003;4142;935;0;0;0
00000000000000000004;4142;428;0,01;0;0
00000000000000000001;4144;293;14736256,66;73681,28;0
00000000000000000002;4144;3014;12196132,78;60980,66;0
00000000000000000003;4144;3815;1671319,07;8356,6;0
00000000000000000004;4144;3842;1469412,38;7200,12;0
00000000000000000005;4144;2863;4912212,81;24561,06;0
